1   ,Anika     ,Brown      ,2,Arts and Sciences BASc                                                    ,"Student Action for Refugees Society, Sudanese Society, Hockey Club (Men's)"                                        ,Study    ,Conferences and Room Bookings 1-19 Torrington Place                ,0
277 ,Mathias   ,Mcgrath    ,1,Ancient Languages BA                                                      ,Engineering Society                                                                                                 ,Socialize,Dough & Go Malet Place                                             ,0
278 ,Ismael    ,Pham       ,2,Earth Sciences (International Programme) MSci                             ,Ahlul-Bayt Society                                                                                                  ,Food     ,"Genetics, Evolution & Environ. (GEE) Darwin"                      ,0
279 ,Dante     ,Stephens   ,2,Mathematical Computation MEng                                             ,"Polish Society, Argentine Tango Society, Conservative Society"                                                     ,Study    ,Development Planning Unit (DPU) 34 Tavistock Square                ,0
280 ,Hassan    ,Hensley    ,3,Environmental Geoscience MSci                                             ,European Law Students' Association                                                                                  ,Food     ,Bartlett School of Planning Central House                          ,1
281 ,Peter     ,Liu        ,3,Anthropology BSc                                                          ,                                                                                                                    ,Food     ,Students’ Union UCL (SUUCL) 25 or 15 Gordon Street                 ,1
282 ,Dillan    ,Benson     ,4,Electronic and Electrical Engineering MEng                                ,"Rugby Club (Men's), Jitsu Club, Kuwaiti Society"                                                                   ,Food     ,UCL Careers Service ULU 4th Floor                                  ,1
283 ,Hector    ,Singh      ,2,Project Management for Construction BSc                                   ,Asian Social Network Society                                                                                        ,Socialize,"North-West Wing LT G22, G17, G23 North-West Wing"                 ,1
284 ,Aisha     ,Murphy     ,3,Fine Art BA                                                               ,"Rugby Club (Men's), Asset Management Society"                                                                      ,Study    ,Alexandra House 17-19 Queen Square                                 ,1
285 ,Dario     ,Wilkinson  ,2,Arts and Sciences BASc                                                    ,Construction and Property Society                                                                                   ,Food     ,Digital Humanities Foster Court                                    ,0
286 ,Fernanda  ,Meyer      ,4,"History of Art, Materials and Technology BA"                             ,"Hungarian Society, Sikh Society"                                                                                   ,Socialize,Medical School 74 Huntley Street                                   ,1
287 ,Mila      ,Neal       ,3,Geology MSci                                                              ,Technology Society                                                                                                  ,Study    ,Student Medical Centre Ridgmount Practice                          ,1
288 ,Dillan    ,Acosta     ,1,Media BA                                                                  ,"Bulgarian Society, Football Red Star"                                                                              ,Food     ,CLORE LT CLORE                                                     ,1
289 ,Kimora    ,Gould      ,3,History with a European Language BA                                       ,"Emirati Society, Chinese Business Innovation Society , American Society"                                           ,Study    ,Chemical Engineering Roberts Building                              ,0
290 ,Jamison   ,Morton     ,1,Statistics and Management for Business BSc                                ,"Society of Engineering and Architectural Design (SEAD), Golf Club, Parkour Club"                                   ,Socialize,Paediatrics and Child Health Rayne                                 ,0
291 ,Frida     ,Nichols    ,3,Theoretical Physics MSci                                                  ,"Baseball Club, TEDx Society, Drama Society"                                                                        ,Study    ,European Research & Innovation Maple House                         ,1
292 ,Derek     ,Tucker     ,1,Environmental Geoscience MSci                                             ,"Legal Tech Society, Netball Club (RUMS)"                                                                           ,Food     ,Epidemiology and Public Health 1-19 Torrington Place               ,0
293 ,Ronald    ,Kane       ,1,Training MPharm                                                           ,"Mental Health Society, Gender and Feminism Society, Lacrosse Club (Men's)"                                         ,Food     ,Ear Institute 332 Gray’s Inn Road                                  ,0
294 ,Nathaniel ,Hull       ,2,Earth Sciences MSci                                                       ,"Iranian Society, Caledonian Society, Students for Global Health Society"                                           ,Study    ,Research Degrees Student Centre                                    ,0
295 ,Alice     ,Blackburn  ,4,Bioprocessing of New Medicines (Science and Engineering) BSc              ,Autism Society                                                                                                      ,Socialize,Women’s Health 2 86-96 Chenies Mews                                ,0
296 ,Zaire     ,Villarreal ,4,Mathematics with Modern Languages BSc                                     ,                                                                                                                    ,Food     ,Obstetrics and Gynaecology 86-96 Chenies Mews                      ,0
297 ,Maryjane  ,Valdez     ,2,Biochemistry BSc                                                          ,"Tennis Club, WASH Society"                                                                                         ,Food     ,NPP 1 Medical Sciences                                             ,0
298 ,Brent     ,Jordan     ,3,Information Management for Business BSc                                   ,Baha'i Society                                                                                                      ,Food     ,Biosciences Rockefeller                                            ,1
299 ,Marie     ,Anderson   ,2,Archaeology with a Year Abroad BA                                         ,                                                                                                                    ,Study    ,Psychology 26 Bedford Way                                          ,1
300 ,Brynn     ,Owens      ,2,Economics BSc (Econ)                                                      ,"Civil Engineering Society, Parkour Club"                                                                           ,Food     ,Customer Services call 020 7676 0000 (3                            ,0
301 ,Justice   ,Figueroa   ,1,Mathematics MSci                                                          ,"Cosmetology Society, Taekwondo Club"                                                                               ,Food     ,History (Entrance at rear only) 23-26 Gordon Square                ,1
302 ,Matthew   ,Medina     ,1,Education Studies BA                                                      ,MDs Comedy Revue (RUMS)                                                                                             ,Food     ,Primary Care & Population Science Hampstead Cam                    ,0
303 ,Paityn    ,Villarreal ,3,Philosophy and Economics BA                                               ,Dementia Research Society                                                                                           ,Food     ,Registry & Academic Services 1-19 Torrington Place                 ,1
304 ,Maximo    ,Francis    ,1,Human Sciences BSc                                                        ,                                                                                                                    ,Socialize,Electronic and Electrical Eng 2 Boston House                       ,0
305 ,Kyleigh   ,Vega       ,4,Mathematics and Physics BSc                                               ,"Catholic Society, Korean Culture Society, Female Forces in Fashion Business Society"                               ,Food     ,National Medical Laser Centre Charles Bell House                   ,0
306 ,Ramiro    ,Vance      ,1,Psychology and Language Sciences MSci                                     ,Squash Club                                                                                                         ,Socialize,Octagon Wilkins                                                    ,1
307 ,Yandel    ,Snow       ,2,Electronic and Electrical Engineering MEng                                ,                                                                                                                    ,Food     ,Queen Square Institute of Neurology Queen Square House             ,1
308 ,Aspen     ,Peters     ,2,Education Studies BA                                                      ,                                                                                                                    ,Socialize,Room Bookings Bidborough House                                     ,1
309 ,Kamari    ,Mahoney    ,2,Urban Planning and Real Estate BSc                                        ,"Cycling Club, Urban Miscellanea Society, Bentham Brooks Institute Society"                                         ,Study    ,Bidborough House 38-50 Bidborough St                               ,1
310 ,Hezekiah  ,Patterson  ,1,Archaeology and Anthropology BA                                           ,                                                                                                                    ,Socialize,Classical World Centre Gordon House                                ,1
311 ,Simon     ,Carney     ,3,Psychology and Language Sciences BSc                                      ,"Effective Altruism Society, Climbing and Mountaineering Club"                                                      ,Food     ,Centre for Neuroimaging (FIL) 12 Queen Square                      ,1
312 ,Linda     ,Mcguire    ,1,Mathematics and Physics MSci                                              ,Tennis Club                                                                                                         ,Food     ,Grant Museum (Zoology) Rockefeller                                 ,1
313 ,Barbara   ,Lara       ,4,Ancient Languages with a Year Abroad BA                                   ,"School of Slavonic and Eastern European Studies Society (SSEES), Indonesian Society, Amnesty International Society",Study    ,Paul O’Gorman 72 Huntley Street                                    ,1
314 ,Seamus    ,Andrews    ,4,Arts and Sciences BASc                                                    ,                                                                                                                    ,Food     ,Slade Research Centre Woburn Square                                ,0
315 ,Walter    ,Sawyer     ,1,Mathematics with Economics MSci                                           ,Pure Krav Maga Club                                                                                                 ,Food     ,Grant Museum (Zoology) Rockefeller                                 ,0
316 ,Kenny     ,Glover     ,2,Computer Science BSc                                                      ,                                                                                                                    ,Study    ,Main Library Wilkins                                               ,0
317 ,Adison    ,Becker     ,2,Medicinal Chemistry BSc                                                   ,"Surgery and Interventional Science Society , Armenian Society, Romanian and Moldovan Society"                      ,Study    ,Queen Square Institute of Neurology Queen Square House             ,0
318 ,Meadow    ,Skinner    ,2,Statistical Science (International Programme) MSci                        ,"Rare FM, Golf Club"                                                                                                ,Socialize,Bloomsbury Fitness 15 Gordon Street                                ,1
319 ,Catherine ,Mendoza    ,1,Scandinavian Studies with Film Studies BA                                 ,Lithuanian Society                                                                                                  ,Socialize,Obstetrics and Gynaecology 86-96 Chenies Mews                      ,1
320 ,Antonio   ,Singleton  ,4,Geography (International Programme) BSc                                   ,Baha'i Society                                                                                                      ,Study    ,Oncology 72 Huntley Street                                         ,0
321 ,Aditya    ,Morton     ,4,Mathematics MSci                                                          ,"Automotive Society, Sci-Fi and Fantasy Society, Hockey Club (Men's)"                                               ,Study    ,Workplace Health 123 Gray’s Inn Road                               ,0
322 ,Riya      ,Cummings   ,2,Geography (International Programme) BSc                                   ,"Music Society, 93% Club Society, Language, Inequality and Politics Society"                                        ,Food     ,Statistical Science 1-19 Torrington Place                          ,1
323 ,Amy       ,Daugherty  ,3,Urban Planning and Real Estate BSc                                        ,"Chinese Students and Scholars Association Society, Quant Society"                                                  ,Study    ,Computer Support (ISD Service Desk) DMS Watson                     ,0
324 ,Milton    ,Leblanc    ,2,Electronic and Electrical Engineering BEng                                ,"Horse Riding Club, Pure Krav Maga Club"                                                                            ,Socialize,John Dodgson House Bidborough Street                               ,0
325 ,Cayden    ,Larson     ,3,Medicinal Chemistry MSci                                                  ,"Juggling and Circus Society, Life Science Society"                                                                 ,Study    ,Newsam Library Institute of Education                              ,0
326 ,Ashley    ,Malone     ,2,Arts and Sciences BASc                                                    ,"Chinese Students and Scholars Association Society, Football Club (RUMS Women's)"                                   ,Study    ,Queen Square Institute of Neurology Queen Square House             ,1
327 ,Bennett   ,Donaldson  ,3,Earth Sciences (International Programme) MSci                             ,Entrepreneurs Society                                                                                               ,Study    ,Arthur Tattersall House Gower Street                               ,0
328 ,Samson    ,Cain       ,4,Psychology and Language Sciences BSc                                      ,Computer Science Society                                                                                            ,Socialize,"Cardiovascular Science, Institute of 170 Tot. Ct Rd / Rayne"      ,1
329 ,Kelly     ,Delacruz   ,4,Economics and Business with East European Studies with a Year Abroad BA   ,"Karting Club, Futsal Club"                                                                                         ,Study    ,Map Library (Geography) 26 Bedford Way                             ,0
330 ,Pablo     ,Glenn      ,4,Mathematics and Physics MSci                                              ,Consulting Society                                                                                                  ,Study    ,Medical Anthropology Archaeology                                   ,0
331 ,Jamie     ,Duffy      ,2,History and Politics of the Americas BA                                   ,Bulgarian Society                                                                                                   ,Study    ,UCL Advances 90 Tottenham Court Rd                                 ,0
332 ,Kaden     ,Ewing      ,4,Environmental Geoscience MSci                                             ,"Mexican Society, Art Society, Argentine Tango Society"                                                             ,Study    ,Medical Sci - A V Hill LT Medical Sciences                         ,1
333 ,Leanna    ,Osborn     ,2,Scandinavian Studies and History of Art BA                                ,"3D Modelling Society, Museums Society"                                                                             ,Food     ,Academic and International South Cloisters                         ,1
334 ,Raelynn   ,Cannon     ,4,Mathematics and Physics BSc                                               ,                                                                                                                    ,Study    ,Geography 1 North-West Wing                                        ,0
335 ,Clarissa  ,Shaffer    ,2,European Social and Political Studies BA                                  ,"Graphic Novels and Comics Society, Lacrosse Club (Men's), Jewish Society"                                          ,Food     ,Computer Support (ISD Service Desk) DMS Watson                     ,0
336 ,Jacoby    ,Mccall     ,3,Philosophy and Greek BA                                                   ,"Clay Pigeon Shooting Club, Dodgeball Club, School of Pharmacy Society"                                             ,Food     ,Philosophy 19 Gordon Square                                        ,0
337 ,Clarence  ,Hamilton   ,3,Medicinal Chemistry MSci                                                  ,                                                                                                                    ,Study    ,Cloisters (North and South) Wilkins                                ,1
338 ,Lincoln   ,Sandoval   ,1,Mathematics and Statistical Science BSc                                   ,"Anatomy Society, Water Polo Club, AIESEC Society"                                                                  ,Study    ,Mathematical and Physical Sciences Faculty Office (MAPS) South Wing,1
339 ,Miguel    ,Bauer      ,2,Biochemical Engineering BEng                                              ,"Art Business Society, Lacrosse Club, Hindu Society"                                                                ,Food     ,Campbell House (West) 20-24 Taviton Street 2                       ,1
340 ,Fletcher  ,Fox        ,1,History BA                                                                ,Hindu Society                                                                                                       ,Socialize,Anatomy Gavin de Beer LT Anatomy                                   ,0
341 ,Luciana   ,Li         ,4,Fine Art BFA                                                              ,"Application of Psychedelics Society, Quant Society"                                                                ,Socialize,Mental Health Sciences Rockefeller                                 ,0
342 ,Maxwell   ,Barrett    ,4,"Politics, Sociology and East European Studies with a Year Abroad BA"     ,"Snooker and Pool Club, Hockey Club (Women's)"                                                                      ,Study    ,Map Library (Geography) 26 Bedford Way                             ,0
343 ,Raul      ,Sheppard   ,3,Ancient Languages with a Year Abroad BA                                   ,"Abacus Society, Retail and Luxury Business Society, Music Society (RUMS)"                                          ,Study    ,Anthropology 14 Taviton Street                                     ,0
344 ,Yadira    ,Romero     ,2,Global Humanitarian Studies BSc                                           ,                                                                                                                    ,Socialize,Chemistry Christopher Ingold                                       ,1
345 ,Lauren    ,Wells      ,3,Scandinavian Studies and History BA                                       ,"The Female Lead Society, Swimming Club, Computer Science Society"                                                  ,Socialize,Development Planning Unit (DPU) 34 Tavistock Square                ,1
346 ,Josiah    ,Tyler      ,3,Earth Sciences (International Programme) MSci                             ,"Ghana Society, Surgery and Interventional Science Society "                                                        ,Socialize,Women’s Health 1 Medical School                                    ,0
347 ,Aliya     ,Ellison    ,1,Mathematics BSc                                                           ,"Baha'i Society, Juggling and Circus Society"                                                                       ,Food     ,Geomatic Engineering Chadwick                                      ,0
348 ,Breanna   ,Cisneros   ,1,Archaeology and Anthropology BA                                           ,                                                                                                                    ,Food     ,Anatomy J Z Young LT Anatomy                                       ,1
349 ,Robert    ,Miles      ,3,Sociology and Politics of Science BSc                                     ,                                                                                                                    ,Socialize,UCL east (opens 2021) Queen Elizabeth Olympic P                    ,1
350 ,August    ,Wheeler    ,4,Nutrition and Medical Sciences BSc                                        ,                                                                                                                    ,Food     ,Student Psychological Services 3 Taviton Street                    ,0
351 ,Austin    ,Peterson   ,4,Earth Sciences MSci                                                       ,                                                                                                                    ,Study    ,Linguistics Chandler House                                         ,0
352 ,Bianca    ,Wiley      ,4,Scandinavian Studies with Film Studies BA                                 ,"Tennis Club (RUMS), Hip-Hop and RnB Society, Nepalese Society"                                                     ,Food     ,Medawar Lankester LT Medawar 2                                     ,1
353 ,Lia       ,Kim        ,1,Crime and Security Science BSc                                            ,                                                                                                                    ,Study    ,Pharmacology se                                                    ,0
354 ,Maci      ,Wyatt      ,4,Law LLB                                                                   ,"Artificial Intelligence Society, Jazz Society"                                                                     ,Socialize,Drawing Office (Geography) North-West Wing                         ,1
355 ,Makhi     ,Hernandez  ,4,Computer Science BSc                                                      ,"Advertising, Marketing and PR Society, Surgical Society"                                                           ,Study    ,UCL Shop Wilkins (South Wing)                                      ,1
356 ,Elian     ,Fisher     ,1,History and Philosophy of Science with Study Abroad BSc                   ,"K-POP Society, European Horizons Society, Data Science Society"                                                    ,Study    ,Biochemical Engineering 2 ACBE Building                            ,1
357 ,Aron      ,Rose       ,3,Computer Science MEng                                                     ,Law for All Society                                                                                                 ,Food     ,Epidemiology and Public Health 1-19 Torrington Place               ,1
358 ,Dixie     ,Braun      ,4,History BA                                                                ,"Behavioural Innovations Society, Electronic Music Society, Cypriot and Hellenic Society"                           ,Socialize,Newsam Library Institute of Education                              ,0
359 ,Raul      ,Ramirez    ,3,Psychology BSc                                                            ,Diplomacy Society                                                                                                   ,Socialize,Pharmacology LT Medical Sciences                                   ,0
360 ,Carolyn   ,Solomon    ,4,Economics and Geography BSc (Econ)                                        ,                                                                                                                    ,Food     ,Jeffery Hall LT Institute of Education                             ,0
361 ,Ayla      ,Hodge      ,2,Archaeology and Anthropology BA                                           ,                                                                                                                    ,Study    ,Archaeology and Ancient World Gordon House                         ,0
362 ,Zackery   ,Conner     ,4,Medicinal Chemistry MSci                                                  ,"Bioethics and Medical Law Society, Electronic Music Society"                                                       ,Food     ,Communications & Marketing Bidborough House                        ,0
363 ,Jay       ,Wyatt      ,1,Medical Sciences and Engineering BSc                                      ,                                                                                                                    ,Socialize,Cruciform Library Cruciform                                        ,0
364 ,Nayeli    ,Snow       ,3,Earth Sciences (International Programme) MSci                             ,Bridge Society                                                                                                      ,Study    ,Estates Bidborough House                                           ,0
365 ,Tess      ,Jacobson   ,2,Ancient Languages BA                                                      ,Guitar Society                                                                                                      ,Food     ,NPP 2 Anatomy                                                      ,1
366 ,Bryan     ,Singh      ,2,Training MPharm                                                           ,"Drama Society, Medieval Society "                                                                                  ,Food     ,Bernard Johnson Hse (East Finchley) 78 Fortis Gr                   ,1
367 ,Alexzander,Velazquez  ,3,Audiology BSc                                                             ,Cosmetology Society                                                                                                 ,Food     ,Octagon Gallery Wilkins                                            ,0
368 ,Aryana    ,Dixon      ,2,Crime and Security Science BSc                                            ,"Investment Society, Football Club (RUMS Women's), Volleyball Club"                                                 ,Food     ,Gustave Tuck LT South Wing (Wilkins)                               ,1
369 ,Cael      ,Fox        ,2,Human Sciences BSc                                                        ,WASH Society                                                                                                        ,Socialize,Student Psychological Services 3 Taviton Street                    ,1
370 ,Brice     ,Saunders   ,4,Biochemistry BSc                                                          ,                                                                                                                    ,Study    ,IoE Social Sciences 55-59 Gordon Square                            ,1
371 ,Philip    ,Harrell    ,3,Pharmacy MPharm                                                           ,Malaysian Society                                                                                                   ,Socialize,Drayton Jevons LT & Ricardo LT Drayton House                       ,0
372 ,Lane      ,Fisher     ,2,Geophysics MSci                                                           ,Sci-Fi and Fantasy Society                                                                                          ,Study    ,Medawar Watson LT Medawar 2                                        ,0
373 ,Reginald  ,Haney      ,1,Physics MSci                                                              ,RUMS Society                                                                                                        ,Socialize,Medical Physics & Bioengineering Malet Place Eng                   ,0
374 ,Marianna  ,Burns      ,4,Population Health BSc                                                     ,"Her Campus Society, Hockey Club (Men's), Rugby Club (Women's)"                                                     ,Study    ,SUUCL - Lewis’s (George Farha Café) 136 Gower Street               ,1
375 ,Tanner    ,Lara       ,2,Neuroscience MSci                                                         ,"Dodgeball Club, Students for Justice in Palestine Society"                                                         ,Food     ,Epidemiology and Public Health 1-19 Torrington Place               ,0
376 ,Brylee    ,Mayo       ,1,History of Art BA                                                         ,"Blockchain Labs Society, Arts and Sciences Society, Free Hype Society"                                             ,Socialize,Hillel LT Bentham House                                            ,0
377 ,Jayson    ,Arnold     ,3,Bioprocessing of New Medicines (Science and Engineering) BSc              ,"Design Thinking Society, Ex-Yugoslav Society"                                                                      ,Study    ,UCLIC Malet Place Eng                                              ,0
378 ,Saige     ,Ferrell    ,2,Security and Crime Science BSc                                            ,"Cheerleading Club, Robotics Society, Juggling and Circus Society"                                                  ,Food     ,Student Records Student Centre                                     ,1
379 ,Libby     ,Hartman    ,3,Archaeology BA                                                            ,"Cancer Charities Alliance Society, Indian Society, The UCL Review Society"                                         ,Socialize,Geography 1 North-West Wing                                        ,0
380 ,Laila     ,Marquez    ,1,Fine Art BA                                                               ,                                                                                                                    ,Study    ,New Hall (Caledonian Road) 465 Caledonian Road                     ,1
381 ,Daniella  ,Harding    ,3,Scandinavian Studies BA                                                   ,Mixed Martial Arts Club                                                                                             ,Food     ,Material Research Centre Kathleen Lonsdale                         ,0
382 ,Kate      ,Roy        ,1,Audiology BSc                                                             ,"Lithuanian Society, Hiking Club"                                                                                   ,Food     ,Languages & International Education 26 Bedford Way                 ,1
383 ,Jaslyn    ,Graves     ,3,Fine Art BA                                                               ,Graphic Novels and Comics Society                                                                                   ,Study    ,French Foster Court                                                ,0
384 ,Glenn     ,Tran       ,2,Data Science BSc                                                          ,Punjabi Society                                                                                                     ,Food     ,Chemical Engineering Roberts Building                              ,1
385 ,Aisha     ,Jimenez    ,4,History (Central and East European) and Jewish Studies with Year Abroad BA,Connect.ed Society                                                                                                  ,Food     ,Hillel LT Bentham House                                            ,1
386 ,Landyn    ,Steele     ,4,Ancient Languages with a Year Abroad BA                                   ,"Cricket Club (RUMS), Basketball Club (Men's)"                                                                      ,Food     ,Procurement Services Bidborough House                              ,0
387 ,Keyla     ,Parrish    ,1,History with a Year Abroad BA                                             ,"Hiking Club, Gulf Society, WASH Society"                                                                           ,Socialize,Post Room (Main) Institute of Education                            ,0
388 ,Antwan    ,Mckenzie   ,2,Economics and Geography BSc (Econ)                                        ,                                                                                                                    ,Food     ,Astor College 99 Charlotte Street                                  ,1
389 ,Ean       ,Bean       ,3,Philosophy BA                                                             ,                                                                                                                    ,Socialize,Material Research Centre Kathleen Lonsdale                         ,1
390 ,Dylan     ,Keller     ,4,Politics and International Relations BSc                                  ,                                                                                                                    ,Study    ,Ian Baker House 20 Maple Street                                    ,1
391 ,Danielle  ,Ferrell    ,3,Scandinavian Studies and History of Art BA                                ,"Student Action Against Homelessness Society, Spanish and Latin American Society"                                   ,Food     ,IoE Phychology & Human Devt. (PHD) 25 Woburn Square                ,0
392 ,Jolie     ,Mccall     ,2,Language and Culture BA                                                   ,Lifestyle Medicine Society                                                                                          ,Study    ,"Refectory, The (Lower) Wilkins"                                   ,1
393 ,Isaac     ,Horton     ,2,Mathematics with Economics MSci                                           ,"School of Pharmacy Society, Paediatric and Child Health Society, Sign Language Society"                            ,Food     ,Research Degrees Student Centre                                    ,1
394 ,Casey     ,Novak      ,3,Biological Sciences MSci                                                  ,"Giving Voice Society, Rugby Club (Men's)"                                                                          ,Socialize,Social & Historical Sci. Faculty Office Andrew Huxley              ,0
395 ,Stella    ,Scott      ,1,Pharmacology MSci                                                         ,"Ahlul-Bayt Society, Rugby Club (Women's), Pokémon Society"                                                         ,Food     ,IoE Bookshop (Blackwell’s) Institute of Education                  ,1
396 ,Quinn     ,Chung      ,2,Biomedical Engineering MEng                                               ,Law for All Society                                                                                                 ,Socialize,"Archaeology, Institute of 31-34 Gordon Square"                    ,1
397 ,Alexander ,Blankenship,4,Security and Crime Science BSc                                            ,"Portuguese Speaking Society, Ice Club, WASH Society"                                                               ,Study    ,Library Ser                                                        ,1
398 ,Ally      ,Cobb       ,4,Mathematics with Modern Languages BSc                                     ,                                                                                                                    ,Food     ,New Hall (Caledonian Road) 465 Caledonian Road                     ,1
399 ,Salvatore ,Harrison   ,1,Geography (International Programme) BA                                    ,"Albanian Society, European Horizons Society"                                                                       ,Study    ,"North-West Wing LT G22, G17, G23 North-West Wing"                 ,1
400 ,Adan      ,Zhang      ,1,Mathematics and Physics BSc                                               ,                                                                                                                    ,Study    ,Science Library DMS Watson                                         ,0
401 ,Georgia   ,Fleming    ,1,Applied Medical Sciences BSc                                              ,"MedTech Society, Volunteering Society"                                                                             ,Study    ,Advancement (Development) OVPA Bidborough House                    ,0
402 ,Gaige     ,Vaughn     ,3,Ancient World BA                                                          ,"The Female Lead Society, Government and Politics Society, Student Action for Refugees Society"                     ,Food     ,Obstetrics and Gynaecology 86-96 Chenies Mews                      ,1
403 ,Amiyah    ,Mcconnell  ,2,Architecture BSc                                                          ,"Engineering Society, Austrian Society, Baking Society"                                                             ,Food     ,Obstetrics and Gynaecology 86-96 Chenies Mews                      ,1
404 ,Kelsey    ,Parrish    ,4,Scandinavian Studies with Film Studies BA                                 ,Romanian and Moldovan Society                                                                                       ,Socialize,"Civil, Environmental & Geomatic Eng Chadwick"                     ,1
405 ,Damian    ,Savage     ,4,History and Politics of the Americas BA                                   ,Ultimate Frisbee Club                                                                                               ,Food     ,Chandler House 101/G1 Chandler House                               ,1
406 ,Kennedy   ,Vargas     ,4,Medical Sciences and Engineering MSci                                     ,Table Tennis Club                                                                                                   ,Study    ,English Foster Court                                               ,0
407 ,Alexis    ,Valenzuela ,4,Mathematics with Economics MSci                                           ,"Automotive Society, AIESEC Society"                                                                                ,Food     ,Campbell House (West) 20-24 Taviton Street 2                       ,0
408 ,Raven     ,Marsh      ,3,Mathematics with Mathematical Physics MSci                                ,"Surf Club, Egyptian Society, Tennis Club"                                                                          ,Study    ,Mathematics 25 Gordon Street                                       ,1
409 ,Brodie    ,Davidson   ,1,"History of Art, Materials and Technology BA"                             ,                                                                                                                    ,Socialize,Chemistry Auditorium & LT Christopher Ingold                       ,0
410 ,Charlize  ,Hayden     ,4,Education Studies BA                                                      ,"Rugby Club (Women's), Leading Women Society, European Law Students' Association"                                   ,Socialize,Women’s Health 1 Medical School                                    ,0
411 ,Rohan     ,Guerra     ,4,Training MPharm                                                           ,Hip-Hop and RnB Society                                                                                             ,Socialize,South Wing Garwood LT South Wing                                   ,1
412 ,Shaylee   ,West       ,2,Civil Engineering MEng                                                    ,Liberal Democrat Society                                                                                            ,Study    ,Phonetics Chandler House                                           ,0
413 ,Ahmad     ,Farley     ,3,English and German Law Dual Degree LLB                                    ,Saudi Society                                                                                                       ,Socialize,Student Centre Gordon Street                                       ,0
414 ,Chase     ,Morrison   ,4,Sociology and Politics of Science BSc                                     ,Hockey Club (RUMS Women's)                                                                                          ,Food     ,Phonetics Chandler House                                           ,0
415 ,Ada       ,Lang       ,1,English BA                                                                ,"Kinesis Magazine, Portuguese Speaking Society"                                                                     ,Food     ,Archaeology LT Archaeology                                         ,0
416 ,Karina    ,Watkins    ,3,Philosophy and Economics BA                                               ,"Backgammon Society, Automotive Society"                                                                            ,Study    ,SUUCL - Institute Bar Institute of Education                       ,0
417 ,Layton    ,Sosa       ,1,Civil Engineering MEng                                                    ,"Rugby Club (Men's), Romanian and Moldovan Society, Film and TV Society"                                            ,Food     ,Provost’s Office South Cloisters                                   ,1
418 ,Derrick   ,Preston    ,3,Human Sciences and Evolution MSci                                         ,"Sign Language Society, Public Affairs and Social Service Society"                                                  ,Food     ,Primary Care & Population Science Hampstead Cam                    ,0
419 ,Lila      ,Cochran    ,3,Management Science MSci                                                   ,"Jewellery & Collocation Society, Ex-Yugoslav Society"                                                              ,Food     ,Somers Town Sports Centre (UCLU) 134 Chalton Street                ,0
420 ,Chad      ,Smith      ,3,Psychology and Language Sciences MSci                                     ,Female Forces in Fashion Business Society                                                                           ,Food     ,Harrie Massey LT 25 Gordon Street                                  ,0
421 ,Yair      ,Abbott     ,3,Biomedical Engineering BEng                                               ,                                                                                                                    ,Food     ,SUUCL - Gordon’s Café 25 Gordon Street                             ,1
422 ,Jeremy    ,Church     ,2,Chemistry with Mathematics MSci                                           ,Data Science Society                                                                                                ,Socialize,Haldane Room Wilkins (North)                                       ,1
423 ,Bianca    ,Gould      ,2,Mathematics with Mathematical Physics MSci                                ,Music Society                                                                                                       ,Food     ,Global Engagement Office (GEO) 50 Gordon Square                    ,1
424 ,Brendan   ,Marks      ,2,Archaeology with a Placement Year BA                                      ,Women's Engineering Society                                                                                         ,Study    ,Mental Health Sciences Rockefeller                                 ,0
425 ,Keaton    ,Mooney     ,1,Computer Science BSc                                                      ,"Graphic Novels and Comics Society, Fencing Club, Romanian and Moldovan Society"                                    ,Socialize,"Refectory, The (Lower) Wilkins"                                   ,0
